,hgr_id,name,alt_name,partof_id,lng,lat,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,ru_uezd,uezd_modern_sp,uezd_stem,page,lc_translit
110,33,Басань,,77.0,31.51407,50.56892,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=14,"БАСАНЬ , мѣстечко того же Намѣстничества и уѣзду. ВЪ ономъ, кромѣ еженедѣльныхъ по понедѣльникамъ торговъ, бываетъ въ году пятярмарокъ: первая въ день Вознесенія Господня , вторая въ день Св. Апостоловъ Петра и Павла , третія въ день успенія Пресвятыя Богородицы, четвертая Сентября 2о, въ день Св. Евстафія, пятая Декабря 6, въ день Николая Чудотворца. Торгуютъ на оныхъ разными мѣлочными товарами и привозимою изъ Донскихъ станицъ мѣлкою рыбою. Жители продаютъ рогатой скотъ , лошадей , хлѣбъ, смолу, горячее вино и прочее; также привозятъ сюда для продажи жителямъ Крымскую соль.",Басань,Novaya Basan',Басань,Chernihiv,Ukraine,699887,UA,http://api.geonames.org/search?type=json&south=49.08008&west=29.72503&east=34.35625&north=51.49413&name=%D0%91%D0%B0%D1%81%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Басань_33.json,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Кіевскаго уѣздѣ,Киевского уезде,киевск,15,Basan'
111,33,Басань,,77.0,31.31458,50.64021,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=14,"БАСАНЬ , мѣстечко того же Намѣстничества и уѣзду. ВЪ ономъ, кромѣ еженедѣльныхъ по понедѣльникамъ торговъ, бываетъ въ году пятярмарокъ: первая въ день Вознесенія Господня , вторая въ день Св. Апостоловъ Петра и Павла , третія въ день успенія Пресвятыя Богородицы, четвертая Сентября 2о, въ день Св. Евстафія, пятая Декабря 6, въ день Николая Чудотворца. Торгуютъ на оныхъ разными мѣлочными товарами и привозимою изъ Донскихъ станицъ мѣлкою рыбою. Жители продаютъ рогатой скотъ , лошадей , хлѣбъ, смолу, горячее вино и прочее; также привозятъ сюда для продажи жителямъ Крымскую соль.",Басань,Staraya Basan',Басань,Chernihiv,Ukraine,692917,UA,http://api.geonames.org/search?type=json&south=49.08008&west=29.72503&east=34.35625&north=51.49413&name=%D0%91%D0%B0%D1%81%D0%B0%D0%BD%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Басань_33.json,geonames,Кіевскаго Намѣстничества,Киевского Наместничества,киевск,Кіевскаго уѣздѣ,Киевского уезде,киевск,15,Basan'
112,34,Батракъ,,30.0,50.95,52.81667,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БАТРАКЪ, село Синбирскаго Намѣстничества ниже города Сызрани. Въ немъ съ 29 Іюня по 12 Іюля бываетъ годовая ярмарка, на которую особливо привозятъ много уральской рыбы и икры.",Батрак,Batrak Shestaya Ekonomiya,Батрак,Samara,Russia,578696,RU,http://api.geonames.org/search?type=json&south=50.316667&west=44.366667&east=52.366667&north=58.316667&name=%D0%91%D0%B0%D1%82%D1%80%D0%B0%D0%BA&username=jaguillette&featureClass=P,geonames_jsons/Батрак_34.json,geonames,Синбирскаго Намѣстничества,Синбирского Наместничества,синбирск,not_in_text,not_иn_text,нот_ин_теxт,16,"Batrak"""
113,34,Батракъ,,30.0,50.91667,52.73333,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БАТРАКЪ, село Синбирскаго Намѣстничества ниже города Сызрани. Въ немъ съ 29 Іюня по 12 Іюля бываетъ годовая ярмарка, на которую особливо привозятъ много уральской рыбы и икры.",Батрак,Batrak Pyataya Ekonomiya,Батрак,Samara,Russia,578697,RU,http://api.geonames.org/search?type=json&south=50.316667&west=44.366667&east=52.366667&north=58.316667&name=%D0%91%D0%B0%D1%82%D1%80%D0%B0%D0%BA&username=jaguillette&featureClass=P,geonames_jsons/Батрак_34.json,geonames,Синбирскаго Намѣстничества,Синбирского Наместничества,синбирск,not_in_text,not_иn_text,нот_ин_теxт,16,"Batrak"""
114,34,Батракъ,,30.0,51.28333,52.61667,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БАТРАКЪ, село Синбирскаго Намѣстничества ниже города Сызрани. Въ немъ съ 29 Іюня по 12 Іюля бываетъ годовая ярмарка, на которую особливо привозятъ много уральской рыбы и икры.",Батрак,Batrakskiy,Батрак,Samara,Russia,578695,RU,http://api.geonames.org/search?type=json&south=50.316667&west=44.366667&east=52.366667&north=58.316667&name=%D0%91%D0%B0%D1%82%D1%80%D0%B0%D0%BA&username=jaguillette&featureClass=P,geonames_jsons/Батрак_34.json,geonames,Синбирскаго Намѣстничества,Синбирского Наместничества,синбирск,not_in_text,not_иn_text,нот_ин_теxт,16,"Batrak"""
115,34,Батракъ,,30.0,48.70056,53.16722,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БАТРАКЪ, село Синбирскаго Намѣстничества ниже города Сызрани. Въ немъ съ 29 Іюня по 12 Іюля бываетъ годовая ярмарка, на которую особливо привозятъ много уральской рыбы и икры.",Батрак,Oktyabr'sk,Батрак,Samara,Russia,515938,RU,http://api.geonames.org/search?type=json&south=50.316667&west=44.366667&east=52.366667&north=58.316667&name=%D0%91%D0%B0%D1%82%D1%80%D0%B0%D0%BA&username=jaguillette&featureClass=P,geonames_jsons/Батрак_34.json,geonames,Синбирскаго Намѣстничества,Синбирского Наместничества,синбирск,not_in_text,not_иn_text,нот_ин_теxт,16,"Batrak"""
117,36,Бахмачь,,99.0,32.77451,51.20093,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БАХМАЧЬ, мѣстечко того же Намѣстничества и уѣзду. Въ ономъ бываетъ ярмарка въ день Преображенія; пріѣзжаютъ для торговли на оную изъ ближнихъ мѣстъ съ солью, рыбою , горячимъ виномъ , пивомъ и прочимъ.",Бахмачь,Bakhmach,Бахмачь,Chernihiv,Ukraine,712966,UA,http://api.geonames.org/search?type=json&south=47.983333&west=29.266666999999998&east=37.266667&north=55.983333&name=%D0%91%D0%B0%D1%85%D0%BC%D0%B0%D1%87%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Бахмачь_36.json,geonames,Новогородскаго - Сѣверскаго Намѣстничества,Новогородского - Северского Наместничества,новогородского - северск,Новогородскаго - Сѣверскаго уѣздѣ,Новогородского - Северского уезде,новогородского - северск,16,Bakhmach'
118,36,Бахмачь,,99.0,32.83463,51.18144,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=15,"БАХМАЧЬ, мѣстечко того же Намѣстничества и уѣзду. Въ ономъ бываетъ ярмарка въ день Преображенія; пріѣзжаютъ для торговли на оную изъ ближнихъ мѣстъ съ солью, рыбою , горячимъ виномъ , пивомъ и прочимъ.",Бахмачь,Bakhmach,Бахмачь,Chernihiv,Ukraine,712967,UA,http://api.geonames.org/search?type=json&south=47.983333&west=29.266666999999998&east=37.266667&north=55.983333&name=%D0%91%D0%B0%D1%85%D0%BC%D0%B0%D1%87%D1%8C&username=jaguillette&featureClass=P,geonames_jsons/Бахмачь_36.json,geonames,Новогородскаго - Сѣверскаго Намѣстничества,Новогородского - Северского Наместничества,новогородского - северск,Новогородскаго - Сѣверскаго уѣздѣ,Новогородского - Северского уезде,новогородского - северск,16,Bakhmach'
125,43,Берники,,73.0,37.27123,54.29385,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=16,"БЕРНИКИ, село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Во время десятой и одинадцатой пятницъ бываетъ здѣсь ярмарка, на кою ярмарку товары въ продажу привозятся изъ Каширы, а по близости изъ Тулы , Серпухова, Венева и Зарайска по малому числу москотильной, мѣлочной и прочіе, также съѣстные припасы, а паче отъ обывателей уѣздныхъ бываетъ въ продажѣ пенька, медъ, воскъ и прочее издѣлье.",Берники,Berniki,Берники,Tula,Russia,576759,RU,http://api.geonames.org/search?type=json&south=52.8329&west=35.5421&east=39.6827&north=55.0867&name=%D0%91%D0%B5%D1%80%D0%BD%D0%B8%D0%BA%D0%B8&username=jaguillette&featureClass=P,geonames_jsons/Берники_43.json,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,Каширскомъ уѣздѣ,Каширском уезде,каширск,17,Berniki
126,43,Берники,,73.0,37.13041,54.29483,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=16,"БЕРНИКИ, село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Во время десятой и одинадцатой пятницъ бываетъ здѣсь ярмарка, на кою ярмарку товары въ продажу привозятся изъ Каширы, а по близости изъ Тулы , Серпухова, Венева и Зарайска по малому числу москотильной, мѣлочной и прочіе, также съѣстные припасы, а паче отъ обывателей уѣздныхъ бываетъ въ продажѣ пенька, медъ, воскъ и прочее издѣлье.",Берники,Berniki,Берники,Tula,Russia,817567,RU,http://api.geonames.org/search?type=json&south=52.8329&west=35.5421&east=39.6827&north=55.0867&name=%D0%91%D0%B5%D1%80%D0%BD%D0%B8%D0%BA%D0%B8&username=jaguillette&featureClass=P,geonames_jsons/Берники_43.json,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,Каширскомъ уѣздѣ,Каширском уезде,каширск,17,Berniki
134,51,Богатый,,15.0,37.88558,50.65372,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=17,"БОГАТЫЙ, городъ Курскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю по понедѣльникамъ и пятницамъ торги.",Богатый,Bogatyy,Богатый,Belgorod,Russia,808810,RU,http://api.geonames.org/search?type=json&south=47.716667&west=32.183333&east=40.183333&north=55.716667&name=%D0%91%D0%BE%D0%B3%D0%B0%D1%82%D1%8B%D0%B9&username=jaguillette&featureClass=P,geonames_jsons/Богатый_51.json,geonames,Курскаго Намѣстничества,Курского Наместничества,курск,not_in_text,not_иn_text,нот_ин_теxт,18,Bogatyi
135,51,Богатый,,15.0,36.88588,53.4992,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=17,"БОГАТЫЙ, городъ Курскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю по понедѣльникамъ и пятницамъ торги.",Богатый,Bogatyy,Богатый,Tula,Russia,575730,RU,http://api.geonames.org/search?type=json&south=47.716667&west=32.183333&east=40.183333&north=55.716667&name=%D0%91%D0%BE%D0%B3%D0%B0%D1%82%D1%8B%D0%B9&username=jaguillette&featureClass=P,geonames_jsons/Богатый_51.json,geonames,Курскаго Намѣстничества,Курского Наместничества,курск,not_in_text,not_иn_text,нот_ин_теxт,18,Bogatyi
