,lat_x,hgr_id,name,alt_name,partof_id,lng,lat_y,_type,source_url,text,name_modern_sp,result_placename,searched_placename,admin1,country_name,src_id,country_code,url,local_result,src,ru_prov,prov_modern_sp,prov_stem,admin1_partof,ru_uezd,uezd_modern_sp,uezd_stem,admin2_partof,page,lc_translit
204,1,79,Бучалки,,65.0,38.77664,53.7559,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=21,"БУЧАЛКИ , село Тульскаго Намѣстничества въ Епифанскомъ уѣздѣ. Въ ономъ бываетъ ярмарка Іюня 26; купцы для торговъ пріѣзжаютъ изъ окрестныхъ городовъ съ различными товарами въ не большемъ количествѣ.",Бучалки,Buchalki,Бучалки,Tula,Russia,571367,RU,http://api.geonames.org/search?north=55.0867&west=35.5421&south=52.8329&name=%D0%91%D1%83%D1%87%D0%B0%D0%BB%D0%BA%D0%B8&username=jaguillette&east=39.6827&featureClass=P&type=json,geonames_jsons/Бучалки_79.json,geonames,Тульскаго Намѣстничества,Тульского Наместничества,тульск,35.0,Епифанскомъ уѣздѣ,Епифанском уезде,епифанск,65.0,22,Buchalki
209,1,82,Бѣжецкъ,,,36.69651,57.78506,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=22,"БѢЖЕЦКЪ, городъ Тверскаго Намѣстиичества. Въ немъ бываетъ ярмарка , начинающаяся Іюня сь 30, и продолжающаяся до 5 Іюля; пріѣзжаютъ купцы изъ смѣжныхъ городовъ; привозятъ товары шелковые и прочіе москотильные мѣлочные и желѣзные. Здѣсь же бываютъ въ понедельникъ и четвертокъ торжки. Въ уѣздѣ онаго находятся ярмаркижь въ селахъ у Спаса на Холму Кесовѣ горѣ, Молодовѣ и Порѣчьѣ, въ которыхъ и еженедѣльные торги бываютъ, на Холму во вторникъ, въ Молодовѣ въ среду , а въ Кесовѣ и Порѣчьѣ въ пятницу. Въ селахъ же Поводневѣ и Шипинѣ годовыя ярмарки бываютъ на 14 число Сентября; а въ селѣ Кесовѣ горѣ на 24 число Іюня , на которыя отъ уѣздныхъ обывателей привозится всякой хлѣбъ и прочіе сырейные и съѣстные товары; а изъ прочихъ городовъ отъ обывателей уѣздныхъ мѣлочные товары, кромѣ что въ Кесову гору никуда не ѣздятъ.",Бежецк,Bezhetsk,Бежецк,Tverskaya,Russia,576566,RU,http://api.geonames.org/search?north=78.0&west=24.8&south=38.6&name=%D0%91%D0%B5%D0%B6%D0%B5%D1%86%D0%BA&username=jaguillette&east=180&featureClass=P&type=json,geonames_jsons/Бежецк_82.json,geonames,not_in_text,not_иn_text,нот_ин_теxт,,not_in_text,not_иn_text,нот_ин_теxт,,23,"Bezhetsk"""
210,1,83,Бѣлая Колпь,,56.0,35.66459,56.09183,село,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=22,"БѢЛАЯ КОЛПЬ, село Московской Губерніи въ Волоколамскомъ уѣздѣ. Въ семъ селѣ бываетъ одна въ году ярмарка Августа 19 дня; торгуютъ одинъ день разными крестьянскими товарами.",Белая Колпь,Belaya Kolp',Белая Колпь,Moskovskaya,Russia,578150,RU,http://api.geonames.org/search?north=56.981&west=34.3446&south=54.2132&name=%D0%91%D0%B5%D0%BB%D0%B0%D1%8F+%D0%9A%D0%BE%D0%BB%D0%BF%D1%8C&username=jaguillette&east=40.3419&featureClass=P&type=json,geonames_jsons/Белая Колпь_83.json,geonames,Московской Губерніи,Московской Губернии,московск,1.0,Волоколамскомъ уѣздѣ,Волоколамском уезде,волоколамск,56.0,23,Belaia Kolp'
226,1,87,Бѣлозерскъ,,18.0,37.8084,60.0288,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОЗЕРСКЪ, городъ Новогородскаго Намѣстничества. Въ немъ въ зимнее время бываютъ каждую недѣлю по понедѣльникамъ съѣзды , на которыхъ торгуетъ крестьянство разными ихъ домовными издѣльями , также привозятъ мя сѣно и хлѣбъ.",Белозерск,Belozersk,Белозерск,Vologda,Russia,577711,RU,http://api.geonames.org/search?north=61.31&west=28.65&south=57.1&name=%D0%91%D0%B5%D0%BB%D0%BE%D0%B7%D0%B5%D1%80%D1%81%D0%BA&username=jaguillette&east=39.89&featureClass=P&type=json,geonames_jsons/Белозерск_87.json,geonames,Новогородскаго Намѣстничества,Новогородского Наместничества,новогородск,18.0,not_in_text,not_иn_text,нот_ин_теxт,,24,"Belozersk"""
233,1,91,Бѣлополье,,37.0,34.31287,51.15016,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=23,"БѢЛОПОЛЬЕ, городъ Харьковскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая Генваря 6, вторая Іюня 24, третія Сентября 14 дня; торгуютъ на оныхъ разнымъ мѣлочнымъ товаромъ, лошадьми, скотомъ , горячимъ виномъ и проч.",Белополье,Bilopillya,Белополье,Sumy,Ukraine,712559,UA,http://api.geonames.org/search?north=51.5689&west=33.5563&south=48.4869&name=%D0%91%D0%B5%D0%BB%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C%D0%B5&username=jaguillette&east=38.2875&featureClass=P&type=json,geonames_jsons/Белополье_91.json,geonames,Харьковскаго Намѣстничества,Харьковского Наместничества,харьковск,37.0,not_in_text,not_иn_text,нот_ин_теxт,,24,Belopol'e
243,1,96,Валуйки,,5.0,38.1067,50.2035,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАЛУЙКИ, городъ Воронежскаго Намѣстничества. Въ ономъ бываетъ въ году ярмарка, называемая Петровская; да въ уѣзДѣ въ слободахъ бываютъ ярмарки , въ Уразовой семь , въ Николаевкѣ четыре , въ Погромцѣ пять , въ Венделевкѣ три , въ Бѣлокуриной двѣ, въ Деркулѣ три.",Валуйки,Valuyki,Валуйки,Belgorod,Russia,477192,RU,http://api.geonames.org/search?north=52.7866&west=37.234&south=48.1597&name=%D0%92%D0%B0%D0%BB%D1%83%D0%B9%D0%BA%D0%B8&username=jaguillette&east=43.0242&featureClass=P&type=json,geonames_jsons/Валуйки_96.json,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,5.0,not_in_text,not_иn_text,нот_ин_теxт,,25,Valuiki
244,1,97,Варва,,111.0,32.71968,50.49503,мѣстечко,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=24,"ВАРВА, мѣстечко Черниговскаго Намѣстничества въ Прилуцкомъ уѣздѣ. Въ ономъ бываетъ въ году три ярмарки :    первая Маія 9, вторая Іюня 29, третія Ноября 1. На оныхъ торгуютъ окольные жители своими произрастѣніями, какъ - то хлѣбомъ , разнымъ скотомъ , съѣстными припасами , сѣномъ, дегтемъ и прочими мѣлочьми; здѣсь такжебываетъ и еженедѣльной торгъ въ среду.",Варва,Varva,Варва,Chernihiv,Ukraine,690469,UA,http://api.geonames.org/search?north=55.5&west=27.3&south=47.5&name=%D0%92%D0%B0%D1%80%D0%B2%D0%B0&username=jaguillette&east=35.3&featureClass=P&type=json,geonames_jsons/Варва_97.json,geonames,Черниговскаго Намѣстничества,Черниговского Наместничества,черниговск,38.0,Прилуцкомъ уѣздѣ,Прилуцком уезде,прилуцк,111.0,25,Varva
247,1,99,Вашка,,90.0,45.7464,64.8827,деревня,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВАШКА , деревня Архангельскаго Намѣстничества въ Мезенскомъ уѣздѣ. Здѣсь бываетъ небольшая годовая ярмарка въ Генварѣ мѣсяцѣ, называемая Мезенская, на которую съ Волокопинежской ярмарки нѣкоторая чаешь мѣлочныхъ товаровъ переходитъ.",Вашка,Melospol’ye,Вашка,Arkhangelskaya,Russia,527624,RU,http://api.geonames.org/search?north=70.1894276115&west=27.4506621361&south=60.3600075373&name=%D0%92%D0%B0%D1%88%D0%BA%D0%B0&username=jaguillette&east=58.6121673584&featureClass=P&type=json,geonames_jsons/Вашка_99.json,geonames,Архангельскаго Намѣстничества,Архангельского Наместничества,архангельск,2.0,Мезенскомъ уѣздѣ,Мезенском уезде,мезенск,90.0,26,Vashka
248,1,100,Вейделевка,,50.0,38.4492,50.1521,слобода,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЙДЕЛЕВКА, слобода Воронежскаго Намѣстничества въ уѣздѣ города Валуекъ. Въ оной бываетъ въ году три ярмарки.",Вейделевка,Veydelevka,Вейделевка,Belgorod,Russia,473856,RU,http://api.geonames.org/search?north=52.7866&west=37.234&south=48.1597&name=%D0%92%D0%B5%D0%B9%D0%B4%D0%B5%D0%BB%D0%B5%D0%B2%D0%BA%D0%B0&username=jaguillette&east=43.0242&featureClass=P&type=json,geonames_jsons/Вейделевка_100.json,geonames,Воронежскаго Намѣстничества,Воронежского Наместничества,воронежск,5.0,Валуекъ,Валуек,валуек,50.0,26,Veidelevka
249,1,101,Велижъ,,24.0,31.19673,55.60564,городъ,http://babel.hathitrust.org/cgi/pt?id=uc1.b4583201;view=1up;seq=25,"ВЕЛИЖЪ, городъ Полотскаго Намѣстничества. Въ семъ городѣ бываетъ въ году двѣ ярмарки : первая 2о Іюля , вторая на первой недѣлѣ великаго поста.",Велиж,Velizh,Велиж,Smolensk,Russia,475955,RU,http://api.geonames.org/search?north=59.483333&west=24.8&south=51.483333&name=%D0%92%D0%B5%D0%BB%D0%B8%D0%B6&username=jaguillette&east=32.8&featureClass=P&type=json,geonames_jsons/Велиж_101.json,geonames,Полотскаго Намѣстничества,Полотского Наместничества,полотск,24.0,not_in_text,not_иn_text,нот_ин_теxт,,26,"Velizh"""
